year,Logged GDP per capita,Social support,Healthy life expectancy,Freedom to make life choices,Generosity,Perceptions of corruption,Country_encoded
2016,11.106,0.928,73.5,0.934,0.088,0.302,137
2021,10.369,0.936,69.201,0.766,-0.07225000000000001,0.911,128
2017,11.266,0.943,72.2,0.905,0.216,0.337,66
2017,10.278,0.753,72.2,0.438,-0.29,0.872,53
2018,10.474,0.929,67.3,0.699,-0.237,0.852,84
2021,10.871,0.898,69.6,0.784,0.013625,0.721,139
2014,10.714,0.952,71.36,0.933,-0.001,0.265,46
2016,7.477,0.584,55.3,0.304,0.291,0.839,57
2020,10.643,0.947,74.2,0.823,-0.169,0.565,47
2018,10.743,0.928,72.3,0.838,0.226,0.404,151
2008,9.821,0.876,66.38,0.677,-0.128,0.785,94
2006,8.326,0.735,44.12,0.649,0.085,0.871,107
2006,10.224,0.887,61.76,0.84,0.141,0.917,144
2021,9.805,0.888,67.401,0.884,0.38190909090909086,0.895,142
2014,8.299,0.774,57.74,0.8537142857142858,0.698,0.592,100
2018,9.061,0.82,66.1,0.863,-0.095,0.801,43
2018,10.223,0.789,67.0,0.875,0.127,0.894,88
2020,10.459,0.958,69.0,0.954,-0.082,0.398,44
2019,9.173,0.845,56.8,0.739,-0.174,0.879,101
2016,7.987,0.857,63.5,0.703,0.01,0.632,140
2008,8.943,0.675,60.12,0.596,0.164,0.968,63
2021,9.186,0.877,67.5,0.89,-0.0706,0.884,70
2012,9.965,0.74,65.64,0.645,-0.112,0.959,120
2008,9.236,0.829,66.44,0.64,-0.094,0.801,41
2013,9.348,0.846,60.52,0.705,-0.071,0.888,147
2008,9.465,0.684,62.64,0.601,-0.029,0.715,8
2014,11.598,0.875,72.42,0.938,0.106,0.366,85
2005,10.642,0.94,71.3,0.895,-0.1122222222222222,0.688,47
2018,7.087,0.612,53.5,0.791,0.009,0.637,106
2017,8.73,0.607,59.7,0.886,-0.042,0.781,62
2010,9.317,0.918,64.7,0.788,-0.046,0.6945,72
2017,10.586,0.903,74.1,0.756,-0.032,0.791,132
2008,7.052,0.291,50.18,0.287,-0.055,0.932,143
2010,7.917,0.76,56.1,0.777,-0.077,0.851,124
2008,8.052,0.827,52.86,0.62,-0.012,0.909,74
2011,10.475,0.809,71.66,0.682,-0.048,0.827,131
2007,8.394,0.856,66.02,0.918,0.089,0.754,156
2007,6.742,0.6,46.26,0.91,0.202,0.691,87
2006,9.492,0.883,46.82,0.824,-0.195,0.723,18
2014,6.937,0.822,51.66,0.556,0.009,0.814,33
2016,11.199,0.958,72.1,0.875,0.174,0.399,66
2017,9.194,0.815,66.6,0.766,-0.152,0.6945,72
2007,9.63,0.918,69.88,0.923,0.098,0.82,34
2014,9.476,0.644,64.86,0.767,0.241,0.64,64
2021,10.743,0.891,66.603,0.877,-0.11033333333333334,0.684,123
2009,8.407,0.835,65.16,0.746,0.07,0.794,105
2011,7.336,0.818,56.22,0.546,-0.062,0.897,86
2019,9.458,0.883,64.9,0.715,-0.081,0.885,149
2014,10.257,0.832,71.74,0.369,-0.288,0.93,53
2021,8.973,0.85,68.034,0.94,-0.004333333333333332,0.796,156
2013,10.817,0.931,71.14,0.894,0.024,0.566,51
2018,9.605,0.984,62.2,0.858,0.26,0.888,147
2014,10.144,0.881,65.64,0.671,-0.043,0.804,79
2019,9.432,0.848,56.9,0.738,-0.134,0.82,130
2013,10.809,0.967,72.84,0.923,0.306,0.713,61
2021,7.838,0.639,55.008,0.697,0.035222222222222224,0.766,55
2018,7.477,0.538,55.7,0.591,0.422,0.72,57
2011,9.54,0.725,63.64,0.537,-0.105,0.795,8
2011,10.489,0.893,72.46,0.722,0.141,0.891,67
2018,10.251,0.847,66.8,0.529,-0.176,0.805,146
2016,10.56,0.942,73.8,0.768,-0.048,0.819,132
2016,9.83,0.901,70.9,0.873,-0.032,0.781,34
2011,9.24,0.753,60.16,0.59,-0.151,0.859,42
2016,7.695,0.836,50.7,0.696,-0.07,0.862,90
2013,10.037,0.831,66.08,0.791,0.264,0.755,88
2006,8.185,0.844,59.98,0.678,-0.14,0.879,77
2014,9.25,0.725,58.64,0.646,-0.001,0.726,65
2018,8.818,0.921,65.1,0.97,0.318,0.52,154
2015,9.457,0.656,66.9,0.631,-0.055,0.96,17
2007,9.576,0.858,61.4,0.667,-0.225,0.695,11
2008,9.909,0.803,65.28,0.78,0.044,0.884,88
2009,9.977,0.919,67.18,0.637,-0.13,0.885,4
2011,11.595,0.934,71.88,0.962,0.106,0.388,85
2018,9.589,0.882,66.4,0.751,-0.117,0.763,19
2014,7.6,0.869,45.58,0.681,0.034,0.786,126
2010,10.914,0.912,66.4,0.878,0.057,0.355,150
2008,8.082,0.555,52.2,0.526,-0.098,0.7781666666666668,32
2016,8.167,0.659,51.1,0.713,-0.003,0.879,24
2016,10.146,0.798,69.0,0.672,-0.065,0.884,35
2006,9.461,0.894,64.14,0.863,0.331,0.935,142
2013,6.88,0.83,51.22,0.48,0.012,0.913,33
2008,9.144,0.608,64.96,0.614,-0.224,0.498,50
2009,11.149,0.866,74.5,0.776,-0.075,0.035,127
2020,9.913,0.887,68.9,0.802,0.06,0.845,97
2020,10.447857142857142,0.938,72.2,0.931,0.3647142857142857,0.675,91
2009,9.568,0.77,66.0,0.373,-0.178,0.961,125
2019,10.319,0.891,72.6,0.614,-0.289,0.848,53
2010,9.724,0.805,67.1,0.552,-0.206,0.757,97
2009,9.145,0.799,66.06,0.638,-0.079,0.88,115
2014,8.986,0.798,65.0,0.778,-0.194,0.781,43
2017,8.782,0.942,64.8,0.985,0.123,0.465,154
2006,8.335,0.888,65.86,0.886,0.015,0.7857272727272728,156
2018,9.451,0.814,66.9,0.808,-0.163,0.677,5
2020,11.001,0.937,68.1,0.85,0.034,0.678,152
2010,9.303,0.733,66.4,0.569,-0.172,0.726,1
2019,7.155,0.742,55.2,0.87,0.073,0.682,99
2009,7.622,0.733,47.78,0.634,0.008,0.819,90
2016,9.355,0.842,67.9,0.846,-0.015,0.774,41
2011,8.18,0.637,54.58,0.745,-0.109,0.833,32
2015,8.985,0.829,62.7,0.884,-0.03,0.862,16
2011,9.547,0.582,64.14,0.798,0.2,0.665,64
2018,9.778,0.795,58.9,0.818,-0.254,0.807,18
2021,10.796,0.94,73.9,0.914,0.25016666666666665,0.442,6
2013,10.884,0.955,71.8,0.884,0.331,0.558,66
2010,10.361,0.908,71.6,0.802,0.287,0.67625,91
2010,9.94,0.904,60.2,0.785,-0.215,0.823,73
2016,10.074,0.841,69.7,0.652,0.102,0.858,28
2014,7.611,0.821,53.68,0.834,0.009,0.898,148
2017,10.293,0.877,67.2,0.661,-0.139,0.886,60
2015,10.166,0.851,65.6,0.653,-0.016,0.806,146
2008,10.738,0.939,71.84,0.926,0.262,0.37,25
2013,10.285,0.883,62.82,0.847,0.128,0.948,144
2010,11.592,0.952,71.7,0.908,0.096,0.423,85
2017,8.555,0.733,49.3,0.826,0.124,0.835,107
2017,10.238,0.876,66.4,0.644,-0.237,0.671,146
2011,7.904,0.602,56.56,0.641,-0.16,0.87,124
2013,10.851,0.965,71.06,0.92,0.215,0.17,38
2021,7.943,0.75,56.201,0.677,-0.0794,0.821,159
2007,10.727,0.912,72.26,0.684,0.113,0.922,68
2012,8.626,0.775,66.82,0.856,-0.11,0.815,156
2012,8.014,0.606,59.26,0.956,0.247,0.89,23
2015,9.308,0.868,62.3,0.775,-0.044,0.6926,83
2021,10.817,0.843,66.9,0.867,-0.074,0.736,76
2016,9.5,0.808,67.2,0.633,0.134,0.957,17
2007,8.892,0.872,61.6,0.705,0.033,0.769,13
2013,10.52,0.797,72.18,0.642,-0.05,0.832,131
2019,10.931,0.982,73.0,0.959,0.2732,0.699,61
2011,9.705,0.892,69.9,0.926,-0.033,0.837,34
2011,10.887,0.846,76.82,0.894,0.235,0.245,59
2014,9.627,0.783,66.84,0.532,0.072,0.912,125
2014,9.932,0.902,68.56,0.904,-0.073,0.533,153
2009,10.975,0.885,66.28,0.849,0.019,0.339,150
2013,9.192,0.803,62.26,0.658,-0.069,0.941,95
2008,10.674,0.935,71.84,0.833,-0.031,0.669,47
2014,10.325,0.862,71.6,0.847,-0.126,0.941,118
2015,11.617,0.934,72.6,0.932,0.052,0.375,85
2019,11.648,0.912,72.6,0.93,-0.045,0.39,85
2012,10.315,0.866,71.2,0.774,-0.097,0.959,118
2009,8.278,0.756,54.0,0.644,-0.052,0.832,157
2019,10.661,0.783,73.9,0.706,-0.055,0.718,131
2021,10.704,0.942,74.0,0.822,-0.1122222222222222,0.571,47
2018,10.008,0.909,66.4,0.867,-0.073,0.785,93
2020,9.583,0.899,68.4,0.74,0.138,0.916,17
2012,8.992,0.753,53.2,0.456,-0.136,0.906,3
2021,11.488,0.915,76.953,0.927,0.08957142857142857,0.082,127
2010,9.112,0.854,59.6,0.419,-0.125,0.859,65
2017,9.307,0.638,61.4,0.593,-0.152,0.8282499999999999,42
2019,10.205,0.91,64.7,0.715,-0.116,0.848,121
2019,10.757,0.912,66.6,0.891,-0.147,0.5446666666666666,123
2021,7.396,0.686,59.305,0.552,-0.035222222222222224,0.803,86
2018,9.05,0.846,61.9,0.918,-0.108,0.726,116
2019,9.448,0.892,65.9,0.876,0.028,0.882,114
2021,9.073,0.861,66.7,0.615,-0.20533333333333337,0.827,155
2017,9.969,0.942,66.6,0.689,-0.154,0.911,20
2016,9.47,0.533,64.9,0.606,-0.249,0.561,50
2019,9.711,0.815,65.474,0.725,0.024,0.923,109
2018,10.299,0.794,72.4,0.564,-0.335,0.86,53
2016,11.419,0.925,76.2,0.904,0.143,0.047,127
2007,8.364,0.718,44.64,0.635,0.136,0.918,107
2013,8.242,0.694,54.3,0.543,-0.179,0.885,157
2020,10.75,0.962,72.1,0.962,-0.116,0.164,46
2017,9.039,0.779,63.3,0.884,-0.12,0.819,16
2020,11.053,0.827,67.5,0.942,0.06,0.3715,150
2014,9.739,0.759,65.52,0.657,-0.012,0.939,80
2021,7.678,0.672,54.151,0.695,-0.034444444444444444,0.748,21
2016,10.599,0.93,72.2,0.916,0.345,0.696,91
2013,9.525,0.878,64.46,0.889,0.021,0.752,40
2007,8.898,0.704,59.98,0.603,0.311,0.96,63
2017,9.476,0.638,68.4,0.75,-0.029,0.876,1
2017,10.916,0.952,72.1,0.955,0.155,0.181,38
2015,8.359,0.752,58.1,0.808,0.688,0.633,100
2008,10.112,0.855,63.88,0.63,-0.203,0.926,79
2012,10.861,0.939,71.64,0.877,0.288,0.434,103
2016,7.384,0.657,47.6,0.681,0.106,0.863,126
2017,9.584,0.714,65.7,0.731,0.218,0.715,64
2008,7.549,0.774,50.5,0.562,0.256,0.93,141
2018,8.399,0.706,64.3,0.901,-0.043,0.701,10
2008,7.916,0.756,54.74,0.612,-0.03,0.879,124
2009,9.885,0.832,68.84,0.747,0.149,0.734,28
2006,8.398,0.877,64.14,0.745,0.01,0.844,105
2011,7.88,0.633,54.7,0.746,-0.057,0.519,39
2006,11.05,0.951,71.54,0.919,0.29,0.408,137
2015,8.542,0.875,56.1,0.447,0.055,0.715,92
2014,9.241,0.805,62.58,0.623,-0.113,0.925,95
2016,9.64,0.871,65.225,0.706,0.08,0.87,109
2007,9.321,0.841,63.98,0.646,-0.112,0.664,72
